year,fips,totalvotes,DEMOCRAT,REPUBLICAN,OTHER,lagDEM,lagREP,lagOTH,Bac,Ass,High,Low,Civilian_labor_force,Unemployed,unemprate
2020,48099,23493,7565,15438,490,5064,12225,964,4983,16131,22267,9949,23753,1574,0.06626531385509199
2020,48101,662,113,540,9,92,506,14,191,232,309,204,566,28,0.04946996466431095
2020,48103,1503,241,1247,15,299,1049,36,708,1190,586,416,1622,222,0.13686806411837238
2020,48105,1574,344,1220,10,372,980,43,756,563,647,243,1546,138,0.08926261319534282
2020,48107,1953,527,1396,30,468,1181,79,711,1260,860,466,2288,122,0.05332167832167832
2020,48109,864,438,415,11,454,280,33,429,765,151,262,1126,74,0.06571936056838366
2020,48111,1609,197,1389,23,222,1261,61,847,2010,848,691,3726,103,0.02764358561460011
2020,48113,919504,598576,307076,13852,461080,262945,34948,310199,380799,412259,590082,1329323,103665,0.07798330428345858
2020,48115,3789,808,2951,30,835,2636,92,2225,2822,1827,1163,4565,399,0.08740416210295729
2020,48117,4610,1264,3294,52,1185,2911,120,3079,4413,2004,1273,8472,306,0.03611898016997167
2020,48119,2592,403,2162,27,400,1836,45,377,1363,1279,733,2389,132,0.05525324403516116
2020,48121,417964,188695,222480,6789,110890,170603,17152,41905,106536,179748,307742,511246,32901,0.06435453773721457
2020,48123,8118,1494,6567,57,1163,5519,162,2016,5647,3989,2178,9175,557,0.060708446866485015
2020,48125,988,130,853,5,128,755,26,179,425,361,228,659,41,0.0622154779969651
2020,48127,3666,2264,1384,18,2173,974,78,1324,1868,1407,571,6461,412,0.06376721869679616
2020,48129,1648,198,1438,12,191,1225,49,364,723,767,357,1412,62,0.043909348441926344
2020,48131,5053,2575,2443,35,2783,1316,69,1729,2283,2074,456,4823,587,0.12170848019904623
2020,48133,8293,983,7237,73,776,6011,176,1830,4056,3586,2705,7318,494,0.06750478272752118
2020,48135,44591,11367,32697,527,10249,25020,1261,21942,29882,29919,16326,82540,9128,0.11058880542767144
2020,48137,1066,168,893,5,303,746,24,199,209,275,239,1234,44,0.03565640194489465
2020,48141,266729,178126,84331,4272,147843,55512,10653,105030,135101,164948,137640,361398,30016,0.08305524657026325
2020,48139,85493,27565,56717,1211,16253,44941,2479,16294,35561,42317,37724,95045,5683,0.05979272975958756
2020,48143,16856,2916,13684,256,2160,11210,523,3319,6739,7257,8335,19921,1145,0.057477034285427435
2020,48145,6133,1899,4177,57,1684,3441,123,1838,3988,4513,1818,6378,389,0.06099090624020069
2020,48147,15007,2655,12171,181,2132,9548,364,3422,9198,8025,5215,16673,789,0.047322017633299344
2020,48149,12941,2661,10171,109,2144,8743,287,1769,6632,4820,4929,11734,554,0.04721322652122038
2020,48151,1826,352,1448,26,403,1265,61,264,995,971,497,1592,71,0.04459798994974874
2020,48153,2039,438,1584,17,435,1474,50,911,1068,1006,599,2490,155,0.06224899598393574
2020,48155,551,99,445,7,113,383,17,127,199,253,98,574,23,0.04006968641114982
2020,48157,357514,195552,157718,4244,134686,117291,10089,44909,97943,139416,274384,402550,30742,0.076368153024469
2020,48159,5009,804,4161,44,665,3585,130,677,2016,2557,2177,4808,257,0.053452579034941765
2020,48161,8711,1635,6991,85,1471,6026,187,1870,4916,4941,2215,6311,528,0.08366344477895737
2020,48163,5279,2422,2823,34,2444,1856,100,3329,4607,2090,1289,9515,540,0.05675249605885444
2020,48165,5996,576,5355,65,597,3907,116,4922,3618,2304,950,9692,546,0.05633512174989682
2020,48167,155060,58842,93911,2307,43658,73757,5488,24431,55646,78095,82424,163817,14388,0.0878297124230086
2020,48169,1653,231,1413,9,230,1225,29,1197,1236,917,398,2005,137,0.06832917705735661
2020,48171,15850,3176,12514,160,2288,10446,480,2179,5020,5946,7183,13218,629,0.0475866243001967
2020,48173,653,39,611,3,34,553,17,97,112,260,311,802,29,0.03615960099750624
2020,48175,3995,877,3085,33,973,2620,115,831,1553,1829,987,3122,243,0.07783472133247918
2020,48177,7648,1948,5627,73,1571,4587,176,2992,5081,3287,1644,9489,514,0.05416798398145221
2020,48179,7782,829,6840,113,701,6500,204,2123,5034,4627,2145,7744,630,0.08135330578512397
2020,48181,59474,14506,44163,805,10301,35325,1790,9014,29398,33686,22436,63891,3765,0.05892848758041039
2020,48183,47982,14796,32493,693,11677,28764,1308,10678,22805,29115,18026,56255,4681,0.08321038129944006
2020,48185,12414,2833,9432,149,2194,7065,274,3790,6460,6660,4086,11063,895,0.08090029829160264
2020,48187,77619,28805,47553,1261,18391,36632,2799,12804,34243,35626,37009,80569,4948,0.06141319862478124
2020,48189,9586,2279,7177,130,2101,6366,391,4969,6651,5230,3122,11695,791,0.06763574176998717
2020,48191,1169,168,995,6,164,893,34,343,710,635,366,1063,62,0.05832549388523048
2020,48193,4351,641,3616,94,479,3060,81,681,2074,1671,1419,3728,170,0.04560085836909871
2020,48195,2047,166,1849,32,171,1730,46,819,699,728,981,2471,86,0.03480372318899231
2020,48197,1580,241,1330,9,249,1207,57,356,847,912,374,1701,75,0.04409171075837742
2020,48199,27635,3474,23858,303,2780,19606,394,3905,14431,12314,8033,25184,2252,0.08942185514612452
2020,48201,1640818,918193,700630,21995,707914,545955,58243,538499,698362,799676,1037321,2274838,204408,0.08985606887171746
2020,48203,29717,7908,21466,343,7151,18749,648,4990,14942,15721,10352,28966,2283,0.07881654353379824
2020,48205,2078,195,1868,15,173,1730,49,677,1396,1004,923,2608,52,0.019938650306748466
2020,48207,2214,353,1840,21,314,1403,53,652,1368,1008,879,2663,114,0.04280886218550507
2020,48209,109395,59524,47680,2191,33224,33826,5114,13551,33812,45153,66658,123296,7737,0.06275142745912277
2020,48211,1720,206,1486,28,181,1462,52,342,727,600,540,1790,82,0.04581005586592179
2020,48213,36317,7060,28911,346,5669,23650,726,7389,19875,19980,11968,36984,2382,0.06440622972096041
2020,48215,220884,128199,90527,2158,118809,48642,5986,155271,127485,120846,102969,359152,41945,0.11678899184746291
2020,48217,14931,2860,11926,145,2547,10108,315,3281,8575,8610,4631,16232,1024,0.06308526367668803
2020,48219,8100,1482,6536,82,1260,5809,242,2754,3897,4536,2508,10637,847,0.0796277145811789
2020,48221,32541,5648,26496,397,4008,21382,872,3612,13021,14910,15123,27918,1845,0.06608639587362991
2020,48223,15941,3046,12719,176,2510,10707,321,3875,8586,7707,5051,17422,891,0.051142233957065776
2020,48225,9438,2314,7060,64,1978,6205,170,2826,6155,4792,2531,10052,528,0.05252686032630322
2020,48227,10241,2069,8054,118,1770,6637,316,4274,7548,7449,3492,13410,1091,0.08135719612229679
2020,48229,1165,371,779,15,324,503,44,877,547,493,271,1844,150,0.08134490238611713
2020,48231,38597,8906,29163,528,6396,23910,1248,9465,23227,21340,15145,43158,2845,0.06592057092543677
2020,48233,8773,965,7681,127,854,7042,259,1899,4292,5072,2138,8479,608,0.0717065691708928
2020,48235,889,120,759,10,90,660,16,115,277,439,236,756,45,0.05952380952380952
2020,48237,3782,331,3418,33,314,2973,63,1160,1942,1857,914,3388,238,0.07024793388429752
2020,48239,6353,1033,5231,89,904,4266,132,1755,3797,3125,1635,7265,421,0.05794907088781831
2020,48241,15611,2954,12542,115,2590,10609,220,2655,10492,6762,2858,12817,1441,0.112428805492705
2020,48243,1305,501,784,20,422,695,74,187,191,598,427,957,49,0.051201671891327065
2020,48245,94759,46073,47570,1116,42443,42862,2313,25619,54892,56007,32964,104564,12540,0.11992655215944302
2020,48247,2036,1197,833,6,1635,430,54,511,985,454,456,1872,179,0.09561965811965811
2020,48249,13669,6119,7453,97,6694,5420,265,5138,9214,6606,3750,16080,2091,0.1300373134328358
2020,48251,72020,16464,54628,928,10988,44382,2236,16148,42022,36240,29069,83252,5405,0.06492336520443953
2020,48253,6741,999,5660,82,936,4819,205,2796,5711,4617,1659,5613,397,0.07072866559771958
2020,48255,5252,1234,3968,50,1145,2965,88,2396,3860,2559,1681,6980,439,0.06289398280802293
2020,48257,56718,18405,37624,689,10278,29587,1400,13849,29435,32434,25641,69207,4423,0.06390972011501726
2020,48259,26452,6020,20083,349,3643,15700,777,2097,5388,9077,15989,22127,1124,0.05079766800741176
2020,48261,194,65,127,2,99,84,3,25,9,8,5,179,10,0.055865921787709494
2020,48263,462,47,411,4,59,360,15,57,142,214,152,461,18,0.039045553145336226
2020,48265,27745,6524,20879,342,4681,17727,889,3783,11354,11738,12195,21644,1267,0.058538163001293664
2020,48267,2292,284,1987,21,206,1697,49,567,984,948,862,1828,92,0.05032822757111598
2020,48269,159,8,151,0,5,149,5,31,39,28,56,236,4,0.01694915254237288
2020,48271,1603,446,1144,13,458,936,36,288,635,1130,498,1307,78,0.05967865340474369
2020,48273,10944,5314,5504,126,4716,4367,429,2807,5697,4735,4118,13209,1119,0.08471496706790825
2020,48275,1456,265,1180,11,247,1078,42,341,854,753,360,1444,81,0.05609418282548476
2020,48283,2406,1052,1335,19,1129,872,58,1625,1896,611,364,3723,251,0.06741874832124631
2020,48277,21442,4458,16760,224,3583,14561,467,4110,11613,11548,7068,23496,1513,0.06439393939393939
2020,48279,4410,840,3521,49,771,3111,113,1829,2759,2350,1153,5192,271,0.05219568567026194
2020,48281,10399,2144,8086,169,1483,6385,337,1525,4668,6097,3394,9009,484,0.05372405372405373
2020,48285,10197,1333,8804,60,1170,7347,144,1833,5358,4071,2976,8383,439,0.052367887391148754
2020,48287,8087,1750,6255,82,1372,4997,166,2118,4778,3351,2357,9132,452,0.04949627682873412
2020,48289,8674,1072,7523,79,909,6391,139,1556,4350,3525,1939,6073,475,0.07821505022229541
2020,48291,29334,5785,23302,247,4862,18892,513,13269,23101,17357,6802,34302,3590,0.10465862048860125
2020,48293,9095,2213,6789,93,1778,5796,165,2247,4883,5449,2975,8292,592,0.0713941148094549
2020,48295,1353,131,1205,17,135,1159,38,306,527,550,471,1519,63,0.041474654377880185
2020,48297,5054,819,4199,36,742,3464,96,1922,2448,2801,1152,5147,387,0.07518943073635127
2020,48299,12660,2465,10079,116,1825,8299,323,1412,4800,5488,5778,8436,486,0.057610241820768134
2020,48301,66,4,60,2,4,58,3,3,11,38,0,296,5,0.016891891891891893
2020,48303,120817,40017,78861,1939,28023,65651,5339,21117,48235,56524,62913,156589,9009,0.05753277688726539
2020,48305,2293,428,1853,12,403,1546,60,639,1034,1134,901,2736,150,0.05482456140350877
2020,48313,5298,1088,4169,41,881,3351,57,1809,3520,2481,1328,4460,320,0.07174887892376682
2020,48315,4864,1339,3470,55,1165,2983,90,950,2592,2419,1135,4226,352,0.0832938949361098
2020,48317,2160,288,1857,15,266,1455,41,521,1337,781,571,2551,156,0.06115248921991376
2020,48319,2474,457,1991,26,354,1656,47,438,580,647,1116,1723,96,0.05571677307022635
2020,48321,13727,3733,9845,149,3500,8366,330,4154,6943,7497,5482,16454,1734,0.10538470888537742
2020,48323,15346,8332,6881,133,10397,2816,375,10762,9455,8018,5111,24229,3670,0.15147137727516613
2020,48307,3436,490,2904,42,482,2552,69,927,1775,1621,1054,3203,242,0.07555416796753044
2020,48309,97872,36688,59543,1641,27063,48260,3752,19302,44266,53538,45027,118990,7421,0.062366585427346834
2020,48311,516,53,460,3,40,454,5,41,156,104,53,716,20,0.027932960893854747
2020,48325,22657,6773,15642,242,4634,12085,527,5008,11624,11121,7900,21299,1351,0.06343020799098549
2020,48327,1028,197,823,8,154,682,28,338,363,420,333,861,44,0.05110336817653891
2020,48329,58859,12329,45624,906,10025,36973,2214,14805,25292,34199,33291,98346,7923,0.08056250381306815
2020,48331,10578,2496,7984,98,2051,6364,249,2314,6962,4749,3401,9665,695,0.0719089498189343
2020,48333,2505,271,2217,17,243,1951,51,363,1042,1076,969,1875,77,0.04106666666666667
2020,48335,2579,397,2170,12,354,1780,62,1018,2294,1926,847,2338,185,0.07912745936698032
2020,48337,9819,1097,8615,107,885,7526,193,1895,5454,4514,2576,9047,601,0.06643086105891456
2020,48339,271543,74377,193382,3784,45835,150314,8483,42242,100062,124303,162678,289558,21613,0.07464134991953253
2020,48341,5508,1062,4359,87,1098,3977,209,3739,4383,2911,1511,10543,395,0.03746561699705966
2020,48343,5587,1669,3872,46,1425,3446,102,1066,2956,2936,1280,4846,545,0.11246388774246802
2020,48345,652,46,604,2,40,566,9,136,337,270,210,431,19,0.04408352668213457
2020,48347,26785,9000,17378,407,6846,14771,1005,5630,11044,11193,10050,27784,1829,0.06582925424704866
2020,48349,19123,5101,13800,222,4002,11994,437,7048,9918,11339,5827,23259,1441,0.06195451223182424
2020,48351,6094,1173,4882,39,1156,4288,90,1373,4377,2528,550,4970,555,0.11167002012072434
2020,48353,5357,1162,4131,64,1029,3552,276,1581,3487,3201,1315,7042,378,0.0536779324055666
2020,48355,127322,60925,64617,1780,49198,50766,4441,34448,68366,75577,55365,164180,14649,0.08922524058959679
2020,48357,3156,302,2812,42,274,2628,100,1138,2190,1502,1134,4021,235,0.05844317333996518
2020,48359,1009,81,917,11,78,850,20,152,300,480,315,892,35,0.03923766816143498
2020,48361,35994,6357,29186,451,5735,25513,752,5103,20800,20638,10074,35658,3780,0.10600706713780919
2020,48363,12489,2178,10179,132,1708,8284,278,2758,7128,6299,3717,13148,926,0.07042896257986006
2020,48365,11451,2057,9326,68,1835,8445,136,2311,4730,5649,2762,9385,789,0.08407032498668088
2020,48367,76128,13017,62045,1066,8344,46473,2000,10150,27795,35298,33809,69418,4042,0.058226972831254144
2020,48369,2650,488,2135,27,485,1915,66,1683,1736,1721,1030,4838,124,0.025630425795783382
2020,48371,4668,1382,3215,71,1554,2468,163,2123,3993,2660,1360,6393,528,0.08259033317691225
2020,48373,24186,5387,18573,226,4187,15176,489,6813,14434,11143,5015,18323,1615,0.08814058833160508
2020,48375,33337,9921,22820,596,7657,19630,1364,16868,22906,21935,12941,53070,2942,0.055436216318070476
2020,48377,2217,1463,721,33,1458,652,98,1274,822,899,758,3192,475,0.1488095238095238
2020,48379,6053,842,5155,56,628,3968,105,958,2989,3094,2367,5984,282,0.04712566844919786
2020,48381,64674,12802,50796,1076,8367,43462,2476,6051,22700,35976,30533,72890,3250,0.044587734943064894
2020,48383,1124,172,942,10,167,709,28,196,893,395,305,1799,176,0.09783212896053363
2020,48385,1982,320,1643,19,262,1382,37,255,802,514,372,1080,70,0.06481481481481481
2020,48387,5806,1246,4517,43,1149,3926,86,1106,3432,2675,1337,5095,325,0.06378802747791953
2020,48389,3689,1395,2254,40,1659,1417,108,2405,3356,2032,575,8785,632,0.07194080819578827
2020,48391,3366,1108,2210,48,1034,1830,84,816,1749,1488,649,3038,251,0.0826201448321264
2020,48393,550,17,529,4,20,524,10,13,202,192,115,401,18,0.04488778054862843
2020,48395,8099,2374,5646,79,2203,4668,164,1766,4349,3261,2218,7294,469,0.06429942418426103
2020,48397,53891,16412,36726,753,9655,28451,1842,4438,14469,23896,33593,54536,3234,0.05930027871497726
2020,48399,4409,552,3807,50,453,3250,79,944,2522,2074,1305,4519,223,0.049347200708121264
2020,48401,21377,4629,16534,214,3935,14675,384,5482,11906,12386,6474,21911,1612,0.07357035279083565
2020,48403,5491,669,4784,38,614,3998,39,980,2930,2455,1381,3891,422,0.10845540992032897
2020,48405,4002,980,3007,15,910,2622,37,1059,2552,1505,666,3014,290,0.096217650962176507
2020,48407,12640,2337,10161,142,2038,8059,246,3057,7983,5496,3108,11587,941,0.08121170277034608
2020,48409,25891,8988,16516,387,7871,13030,755,7339,15844,14507,7852,29355,3002,0.1022653721682848
2020,48411,2602,287,2308,7,293,2025,39,638,1547,1036,891,2185,113,0.0517162471395881
2020,48413,1159,211,940,8,208,821,30,322,455,510,411,1208,84,0.0695364238410596
2020,48415,5870,818,4983,69,733,4410,146,1614,3455,3876,1948,6200,511,0.08241935483870967
2020,48417,1628,130,1484,14,103,1378,23,167,555,718,762,1773,94,0.05301748448956571
2020,48419,10087,2068,7975,44,1758,7179,149,2755,5904,4916,2161,11194,766,0.06842951581204217
2020,48421,992,91,886,15,96,807,32,349,398,434,407,1301,40,0.030745580322828592
2020,48423,100089,29615,69080,1394,22300,58930,3538,18900,39161,55731,43686,108049,7344,0.06796916213939971
2020,48425,4947,768,4105,74,541,3206,150,587,2215,2287,1694,4262,279,0.0654622243078367
2020,48427,17525,9123,8247,155,9289,2224,227,14659,9219,7955,4882,26050,4569,0.17539347408829176
2020,48429,3800,397,3385,18,348,3034,79,1058,2019,2113,1155,4015,245,0.06102117061021171
2020,48431,639,51,584,4,70,549,14,95,303,196,193,557,36,0.06463195691202872
2020,48433,736,116,615,5,135,555,11,125,336,233,114,570,29,0.05087719298245614
2020,48435,1557,322,1222,13,313,1075,28,413,849,551,332,1210,119,0.09834710743801653
2020,48437,2355,478,1845,32,462,1671,71,881,1871,825,902,2512,131,0.05214968152866242
2020,48439,834697,411567,409741,13389,288392,345921,34201,178658,327514,401695,479206,1075554,79622,0.07402882607474845
2020,48441,55135,14588,39547,1000,10085,33250,2424,8357,25997,28529,25697,65896,3603,0.05467706689328639
2020,48443,458,119,334,5,140,288,10,42,224,211,228,379,17,0.044854881266490766
2020,48445,3612,757,2812,43,753,2459,143,1644,2601,2332,810,4796,352,0.07339449541284404
2020,48447,894,82,806,6,84,715,9,83,391,379,284,636,30,0.04716981132075472
2020,48449,10541,2856,7570,115,2597,6511,311,4481,6906,5174,3015,13219,891,0.06740298055828732
2020,48451,45210,12239,32313,658,9173,27494,1812,10056,21723,26858,19668,53580,3401,0.06347517730496453
2020,48453,608575,435860,161337,11378,308260,127209,33251,78078,132542,199835,512222,734290,46742,0.06365604870010487
2020,48455,6938,1323,5579,36,1154,4737,94,1117,4045,3352,1609,5291,431,0.08145908145908146
2020,48457,9660,1403,8194,63,1248,6624,144,2469,6269,4132,1751,7334,726,0.09899100081810744
2020,48459,18892,2877,15809,206,2380,13209,424,3770,9106,10766,5011,17468,1347,0.0771124341653309
2020,48461,1368,170,1178,20,286,1007,54,412,1019,598,196,1808,103,0.056969026548672565
2020,48463,10344,4073,6174,97,3867,4835,262,3370,4018,4993,3127,11266,725,0.0643529202911415
2020,48465,15280,6771,8284,225,6964,5890,763,7227,8637,6941,6184,21464,1792,0.08348863212821468
2020,48467,26029,3516,22270,243,2799,18473,618,5408,13876,15585,7758,26006,1601,0.06156271629623933
2020,48469,34188,10380,23358,450,8866,21275,982,8968,18598,20625,11813,40803,3402,0.08337622233659289
2020,48471,23612,7884,15375,353,6091,12884,821,7984,18162,15022,11230,23982,1724,0.07188724876991076
2020,48473,22734,8191,14260,283,5748,10531,505,5501,10022,9633,9104,24376,1858,0.07622251394814572
2020,48475,4060,764,3241,55,783,2547,115,1350,2865,2145,761,6143,583,0.09490476965651962
2020,48477,17427,4261,12959,207,3382,10945,501,2365,6966,7639,7625,15179,859,0.05659134330324791
2020,48479,68397,41820,25898,679,42307,12947,1651,46038,33772,40664,31912,115773,9809,0.08472614512882969
2020,48481,16761,4694,11926,141,4238,10149,345,4428,8644,9204,5302,21268,1446,0.06798946774496897
2020,48483,2337,168,2159,10,194,2087,25,417,1119,1178,658,2185,133,0.06086956521739131
2020,48485,46040,13161,32069,810,8770,27631,1718,10043,26239,26823,20851,55338,3679,0.06648234486248147
2020,48487,4524,956,3524,44,809,3166,130,1616,2699,2819,1504,4894,287,0.05864323661626481
2020,48489,5549,3108,2441,0,3422,1547,126,4172,4476,2706,1575,6584,789,0.1198359659781288
2020,48491,289555,143795,139729,6031,84468,104175,14438,25456,77360,126441,206612,323000,18841,0.0583312693498452
2020,48493,25013,6350,18463,200,4790,13998,644,3674,10747,11644,9288,24370,1397,0.05732457940090275
2020,48495,2126,358,1753,15,420,1403,53,1229,1685,1313,470,3961,374,0.0944206008583691
2020,48497,32365,4973,27032,360,3412,20670,694,6545,16507,15823,10110,32090,2102,0.06550327204736678
2020,48499,22779,3509,19049,221,2630,15700,397,4482,10640,11122,7515,17815,1182,0.06634858265506595
2020,48501,2631,420,2174,37,426,1797,80,1092,1360,1409,639,3501,420,0.11996572407883462
2020,48503,8239,1034,7110,95,876,6601,230,1322,4048,4144,2936,7724,408,0.05282237182806836
2020,48505,3874,1826,2033,15,2063,1029,50,2855,2323,1711,1055,4664,571,0.1224271012006861
2020,48507,4379,2864,1490,25,2636,694,66,1519,1884,1758,545,3388,484,0.14285714285714285
2020,49001,3100,357,2695,48,264,1838,389,290,1434,1681,1002,2845,117,0.041124780316344464
2020,49003,27023,4473,21548,1002,2282,12230,5223,2662,11459,12168,9582,26695,1193,0.04469001685708934
2020,49005,58358,16650,38032,3676,8563,21139,16455,4255,14257,23677,28627,66025,1987,0.030094661113214693
2020,49007,9369,2392,6693,284,1717,5275,960,1097,3957,5868,2465,8620,464,0.05382830626450116
2020,49009,619,111,496,12,77,331,66,44,172,234,59,413,19,0.04600484261501211
2020,49011,169814,57411,104135,8268,28776,62219,47416,8703,46277,79495,84859,176601,7451,0.04219115407047525
2020,49013,8561,843,7512,206,500,5508,934,1115,4661,4100,2023,7854,627,0.07983193277310924
2020,49015,4898,572,4207,119,380,3425,484,435,2026,2818,1094,4411,213,0.04828836998413058
2020,49017,2732,514,2158,60,358,1606,380,182,963,1369,1184,2659,277,0.10417450169236556
2020,49019,5185,2806,2248,131,1960,1975,598,396,1447,2658,2395,6256,603,0.09638746803069054
2020,49021,25104,4892,18989,1223,2450,11561,3643,2327,8504,12906,10322,25328,1172,0.046272899557801644
2020,49023,5865,645,5087,133,442,2827,908,527,2363,2686,1414,5856,178,0.030396174863387977
2020,49025,4180,1083,2998,99,741,2265,499,303,1456,2143,1848,3884,211,0.054325437693099894
2020,49027,6190,624,5404,162,431,3860,951,691,2809,2622,1834,6040,200,0.033112582781456956
2020,49029,6606,1086,5181,339,577,3188,1427,173,1720,2479,2777,5674,194,0.03419104688050758
2020,49031,871,86,773,12,47,626,56,167,295,479,221,482,30,0.06224066390041494
2020,49033,1369,180,1157,32,104,797,208,72,317,821,392,1165,41,0.0351931330472103
2020,49035,546581,289906,230174,26501,175863,138043,104962,63219,169080,235642,294553,645065,33781,0.05236836597862231
2020,49037,6877,3113,3535,229,2042,2645,760,1094,2765,3251,1804,5510,576,0.10453720508166969
2020,49039,12625,1794,10459,372,1061,6673,2430,1641,5551,6436,4112,12782,492,0.03849162885307464
2020,49041,10362,1084,9052,226,695,6740,1219,1010,4299,5308,3182,9920,431,0.04344758064516129
2020,49043,26086,15244,10252,590,10503,7333,2805,1446,4148,6562,16835,24686,1820,0.07372599854168355
2020,49045,31506,8943,21014,1549,4573,11169,6087,3306,14045,17540,10541,36136,1742,0.04820677440779278
2020,49047,15303,1663,13261,379,995,9810,1992,2309,7873,7835,3647,13509,1282,0.09489969649863055
2020,49049,284286,76033,192812,15441,28522,102182,70847,16110,58457,121334,152903,317287,12305,0.03878192299085686
2020,49051,17790,6187,10795,808,3063,6115,2942,961,4140,6442,10536,16505,1088,0.06591941835807331
2020,49053,91070,20530,67294,3246,10288,42650,9025,7116,26890,49582,41708,80243,4404,0.05488329200054833
2020,49055,1621,365,1229,27,271,966,184,78,425,851,456,1450,111,0.07655172413793103
2020,49057,111403,40695,65949,4759,23131,40235,21673,12873,47996,60154,47180,130298,6443,0.049448187999815804
2020,50001,22611,15089,6567,955,11219,5297,2515,1286,7596,5952,11408,20445,937,0.04583027635118611
2020,50003,19357,11858,6724,775,9539,5925,1917,1577,7298,6976,11088,17631,1154,0.0654528954682094
2020,50005,15158,8529,5924,705,6445,5534,2096,1405,7557,6120,7080,14506,865,0.05963049772507928
2020,50007,96755,72938,20104,3713,54814,18601,10003,5115,19642,25496,63437,95839,4513,0.04708938949696888
2020,50009,4237,1890,2164,183,1019,1506,400,523,1843,1222,964,2701,205,0.07589781562384303
2020,50011,26072,13612,11274,1186,9351,8752,3308,2510,13298,9622,10287,27264,1394,0.05112969483568075
2020,50013,5782,3346,2194,242,2094,1487,529,187,1680,1356,2449,4068,237,0.05825958702064897
2020,50015,15679,10773,4171,735,7241,3570,1951,1210,4514,4775,8196,13855,1068,0.07708408516780946
2020,50017,14876,8351,5782,743,7541,5007,2101,1161,6991,5865,8064,15819,829,0.052405335356217206
2020,50019,15442,7757,7086,599,5185,5159,1703,1639,7600,5184,5767,13051,995,0.07623936863075627
2020,50021,34772,18746,14625,1401,13635,12479,3505,2826,14826,12300,15112,30193,2035,0.06739972841387076
2020,50023,35325,25101,8707,1517,18594,7993,4499,1875,11121,10275,20641,33870,1652,0.04877472689695896
2020,50025,28452,20057,7251,1144,14340,5454,2841,1772,9767,8170,14481,21608,1454,0.06728989263235839
2020,50027,36308,24779,10135,1394,17556,8605,3767,2240,12446,10809,18395,28909,1711,0.05918572070981355
2020,51001,16962,7578,9172,212,6740,8583,495,4201,8508,6359,5314,15893,1069,0.06726231674322028
2020,51003,64657,42466,20804,1387,33345,19259,4122,4327,11401,14984,47238,55996,3102,0.05539681405814701
2020,51510,82521,66240,14544,1737,57242,13285,5243,8497,12650,19586,78211,98544,6135,0.06225645396980029
2020,51005,8203,2243,5859,101,2166,4874,285,1106,4958,3340,1733,6753,456,0.06752554420257663
2020,51007,7894,2411,5390,93,2128,4708,204,1404,4295,2393,1632,6079,365,0.060042770192465865
2020,51009,17005,5672,11041,292,5057,9719,620,2553,8115,6543,5134,14636,843,0.057597704290789836
2020,51011,9268,2418,6702,148,2023,5715,273,925,4694,3627,2385,7060,420,0.059490084985835696
2020,51013,130739,105344,22318,3077,92016,20186,9154,7925,12340,19388,133574,151165,6947,0.045956405252538614
2020,51015,42278,10840,30714,724,8177,26163,2003,5293,23475,15373,13396,36837,1751,0.047533729673969106
2020,51017,2501,646,1834,21,603,1548,102,501,1274,918,496,2294,236,0.1028770706190061
2020,51019,48669,12176,35600,893,9768,30659,2098,4527,16550,17824,19726,37881,1991,0.05255933053509675
2020,51021,3479,532,2903,44,453,2573,113,444,2243,1556,775,2786,162,0.05814788226848528
2020,51023,21123,5700,15099,324,4494,13375,870,1410,9264,7554,6921,17164,800,0.04660918200885574
2020,51520,7814,2313,5347,154,1835,4892,305,1277,4243,3780,2924,7499,586,0.07814375250033338
2020,51025,7948,4552,3357,39,4481,3046,142,2476,4409,3263,1878,5906,484,0.08195055875380969
2020,51027,9957,1587,8311,59,1721,7296,230,3410,6461,3651,1645,6384,625,0.09790100250626567
2020,51029,8129,3471,4544,114,3128,3950,217,1941,5640,3416,1715,6276,477,0.07600382409177821
2020,51530,2776,825,1863,88,693,1430,284,681,1223,1176,1012,3173,183,0.05767412543334384
2020,51031,29901,8070,21245,586,6664,19551,1320,3792,13600,12379,10309,25539,1542,0.06037824503700223
2020,51033,16288,7657,8336,295,6432,7147,1284,2329,8569,5865,5066,14907,1035,0.06943046890722479
2020,51035,15657,2842,12659,156,2559,10663,446,3246,8320,6781,3673,13096,1110,0.08475870494807575
2020,51036,4441,2624,1761,56,2496,1476,135,622,2290,1505,842,3505,241,0.06875891583452211
2020,51037,6191,2317,3815,59,2155,3479,174,1500,2723,2341,1511,5070,292,0.05759368836291913
2020,51540,24213,20696,3094,423,17901,2960,1611,2139,4258,5066,17595,25071,1686,0.06724901280363767
2020,51550,127246,66377,58180,2689,52627,54047,6031,11150,41015,55838,61868,121987,7693,0.06306409699394198
2020,51041,203955,106935,93326,3694,81074,85045,10342,17890,55053,71289,107320,186767,11305,0.060529965143735244
2020,51043,9337,3920,5192,225,3051,4661,501,801,3073,3091,4140,7411,350,0.04722709485899339
2020,51570,9160,2972,6007,181,2367,5681,409,1035,4038,3864,3738,8316,617,0.07419432419432419
2020,51580,2603,964,1580,59,914,1349,119,495,1892,1069,367,2396,238,0.0993322203672788
2020,51045,3170,587,2536,47,541,2140,113,447,1329,1052,592,2252,119,0.05284191829484902
2020,51047,27116,10617,16012,487,7759,13349,1110,4282,11730,10460,9498,24655,1257,0.05098357331170148
2020,51049,5313,2227,3019,67,2036,2697,173,831,2771,2361,1324,4564,286,0.06266432953549518
